C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_333.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_333.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_333.jpg, 0, 0, 0, 7.79844E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_434.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_434.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_434.jpg, 0, 0, 0, 7.898117E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_536.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_536.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_536.jpg, 0, 0, 0, 7.826174E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_637.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_637.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_637.jpg, 0, 0, 0, 7.968652E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_738.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_738.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_738.jpg, 0, 0, 0, 7.848466E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_839.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_839.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_839.jpg, 0, 0, 0, 8.189568E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_17_942.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_17_942.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_17_942.jpg, 0, 0, 0, 7.882105E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_046.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_046.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_046.jpg, 0, 0, 0, 7.824162E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_149.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_149.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_149.jpg, 0, 0, 0, 7.793756E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_250.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_250.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_250.jpg, 0, 0, 0, 7.786785E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_355.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_355.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_355.jpg, 0, 0, 0, 7.819745E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_456.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_456.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_456.jpg, 0, 0, 0, 7.826274E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_561.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_561.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_561.jpg, 0, 0, 0, 7.807263E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_662.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_662.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_662.jpg, 0, 0, 0, 7.94822E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_766.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_766.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_766.jpg, 0, 0, 0, 7.831985E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_869.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_869.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_869.jpg, 0, 0, 0, 7.792677E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_18_970.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_18_970.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_18_970.jpg, 0, 0, 0, 8.039102E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_075.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_075.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_075.jpg, 0, 0, 0, 7.780856E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_178.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_178.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_178.jpg, 0, 0, 0, 7.840218E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_280.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_280.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_280.jpg, 0, 0, 0, 7.808462E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_464.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_464.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_464.jpg, 0, 0, 0, 7.806673E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_565.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_565.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_565.jpg, 0, 0, 0, 7.806657E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_667.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_667.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_667.jpg, 0, 0, 0, 8.025891E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_770.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_770.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_770.jpg, 0, 0, 0, 7.790132E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_875.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_875.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_875.jpg, 0, 0, 0, 7.850628E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_19_978.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_19_978.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_19_978.jpg, 0, 0, 0, 7.982867E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_20_082.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_20_082.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_20_082.jpg, 0, 0, 0, 7.922229E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_20_184.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_20_184.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_20_184.jpg, 0, 0, 0, 7.784595E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_20_286.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_20_286.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_20_286.jpg, 0, 0, 0, 7.835039E-05
C:\Users\86178\Desktop\AI A data\IMG\center_2023_05_06_15_07_20_389.jpg, C:\Users\86178\Desktop\AI A data\IMG\left_2023_05_06_15_07_20_389.jpg, C:\Users\86178\Desktop\AI A data\IMG\right_2023_05_06_15_07_20_389.jpg, 0, 0.1598526, 0, 0.05745146
